TIF,施設,全回答数,直近30日間の回答数,前の30日間の回答数,伸び率（対前月）,回答数順位,回答数順位(直近30日間),商品・サービス満足度,商品・サービス満足度(直近30日間),施設全体満足度,施設全体満足度(直近30日間),旅全体満足度,旅全体満足度(直近30日間),施設の推奨度,推奨者数,非推奨者数,NPS,推奨者数(直近30日間),非推奨者数(直近30日間),NPS(直近30日間),10代,20代,30代,40代,50代,60代,70代,80代,90代,100代,男性,女性,1泊,2泊,3泊,4泊以上,日帰り,自分ひとり,恋人,友人,夫婦2人,団体旅行,親戚,親,職場の同僚,小学生以下連れの家族,中学生以下連れの家族,高校生連れの家族,災害支援,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,100万円未満,100万円以上 200万円未満,200万円以上 300万円未満,300万円以上 400万円未満,400万円以上 500万円未満,500万円以上 600万円未満,600万円以上 700万円未満,700万円以上 800万円未満,800万円以上 900万円未満,"900万円以上 1,000万円未満","1,000万円以上 1,200万円未満","1,200万円以上 1,500万円未満","1,500万円以上",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,
福井県,JR芦原温泉駅 エリア,52,,,,,,,,3.980769231,,,,,8,12,-0.076923077,,,,0,0.019230769,0.211538462,0.057692308,0.153846154,0.538461538,0.019230769,0,0,0,0.519230769,0.480769231,0.211538462,0.173076923,0.019230769,0.019230769,0.576923077,0.153846154,0.019230769,0.096153846,0.557692308,0,0,0.019230769,0.019230769,0.057692308,0,0,0,0.038461538,0.173076923,0.538461538,0,0.153846154,0.038461538,0.038461538,0,0.038461538,0,0.134615385,0,0,0.019230769,0.057692308,0.019230769,0.057692308,0.038461538,0.076923077,0.038461538,0.019230769,0.096153846,0.442307692,0.057692308,0,0.019230769,0.096153846,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0.076923077,0.038461538,0,0,0.019230769,0.038461538,0.615384615,0,0.019230769,0,0,0.019230769,0.019230769,0,0.038461538,0.057692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,かつやま恐竜の森 エリア,748,,,,,,,,4.537433155,,,,,413,75,0.451871658,,,,0.012032086,0.163101604,0.298128342,0.18315508,0.193850267,0.120320856,0.017379679,0,0,0,0.455882353,0.506684492,0.421122995,0.176470588,0.032085561,0.02540107,0.344919786,0.070855615,0.089572193,0.073529412,0.225935829,0.009358289,0,0.045454545,0.018716578,0.318181818,0,0,0,0.10828877,0.197860963,0.298128342,0.02540107,0.213903743,0.70855615,0.034759358,0.009358289,0.004010695,0.017379679,0.070855615,0.022727273,0.004010695,0.006684492,0.034759358,0.045454545,0.012032086,0.089572193,0.03342246,0.069518717,0.084224599,0.102941176,0.121657754,0.082887701,0.089572193,0.056149733,0.04144385,0.073529412,0.029411765,0.022727273,0.009358289,0.001336898,0,0.00802139,0,0,0.004010695,0.006684492,0.00802139,0.001336898,0.030748663,0.032085561,0.10026738,0.052139037,0.016042781,0.028074866,0.061497326,0.050802139,0,0.009358289,0.028074866,0.029411765,0.114973262,0.024064171,0.038770053,0.050802139,0.152406417,0.069518717,0.021390374,0.006684492,0,0.001336898,0.00802139,0.009358289,0.004010695,0.001336898,0.005347594,0.001336898,0,0.00802139,0,0.002673797,0.001336898,0.001336898,0,0,0,0
福井県,福井駅前 エリア,209,,,,,,,,4.301435407,,,,,96,32,0.306220096,,,,0.009569378,0.076555024,0.162679426,0.153110048,0.291866029,0.282296651,0.023923445,0,0,0,0.411483254,0.545454545,0.363636364,0.157894737,0.043062201,0.028708134,0.406698565,0.320574163,0.019138756,0.052631579,0.33492823,0,0,0.043062201,0.014354067,0.086124402,0,0,0,0.086124402,0.148325359,0.354066986,0.066985646,0.234449761,0.133971292,0.057416268,0.028708134,0.009569378,0.009569378,0.124401914,0.014354067,0.004784689,0,0.033492823,0.052631579,0.09569378,0.066985646,0.033492823,0.062200957,0.076555024,0.090909091,0.148325359,0.081339713,0.066985646,0.057416268,0.028708134,0.071770335,0.043062201,0.038277512,0.019138756,0,0,0.004784689,0,0,0.004784689,0.004784689,0.004784689,0.009569378,0.038277512,0.04784689,0.138755981,0.033492823,0.009569378,0.023923445,0.023923445,0.282296651,0,0.019138756,0.004784689,0.004784689,0.052631579,0,0.038277512,0.028708134,0.09569378,0.052631579,0.014354067,0,0,0,0,0.004784689,0,0,0,0,0.004784689,0.023923445,0,0,0.004784689,0,0.004784689,0,0,0
福井県,大本山 永平寺 エリア,465,,,,,,,,4.406451613,,,,,203,71,0.283870968,,,,0.008602151,0.101075269,0.131182796,0.169892473,0.348387097,0.195698925,0.043010753,0,0,0,0.460215054,0.516129032,0.406451613,0.215053763,0.023655914,0.043010753,0.311827957,0.122580645,0.058064516,0.094623656,0.361290323,0.015053763,0,0.077419355,0.012903226,0.043010753,0,0,0,0.129032258,0.253763441,0.402150538,0.047311828,0.610752688,0.202150538,0.038709677,0.025806452,0.004301075,0.021505376,0.135483871,0.021505376,0.002150538,0,0.038709677,0.032258065,0.034408602,0.088172043,0.019354839,0.079569892,0.103225806,0.083870968,0.111827957,0.088172043,0.07311828,0.07311828,0.047311828,0.053763441,0.03655914,0.030107527,0.015053763,0.002150538,0,0.012903226,0.002150538,0.002150538,0,0.017204301,0.010752688,0.006451613,0.03655914,0.04516129,0.137634409,0.049462366,0.010752688,0.015053763,0.03655914,0.049462366,0,0.006451613,0.023655914,0.023655914,0.088172043,0.027956989,0.030107527,0.034408602,0.137634409,0.077419355,0.027956989,0.004301075,0.004301075,0,0.008602151,0.012903226,0.002150538,0,0.010752688,0.002150538,0,0.017204301,0.002150538,0,0.004301075,0,0.004301075,0,0,0
福井県,あわら湯のまち エリア,439,,,,,,,,4.40546697,,,,,200,69,0.298405467,,,,0.004555809,0.088838269,0.120728929,0.150341686,0.280182232,0.291571754,0.059225513,0,0,0,0.485193622,0.4738041,0.751708428,0.13667426,0.011389522,0.009111617,0.091116173,0.025056948,0.036446469,0.066059226,0.330296128,0.043280182,0,0.10022779,0.025056948,0.141230068,0,0,0,0.492027335,0.59453303,0.510250569,0.020501139,0.198177677,0.230068337,0.041002278,0.006833713,0.006833713,0.01594533,0.0523918,0.018223235,0,0.004555809,0.018223235,0.018223235,0.022779043,0.050113895,0.013667426,0.06833713,0.066059226,0.097949886,0.177676538,0.079726651,0.070615034,0.066059226,0.063781321,0.072892938,0.036446469,0.041002278,0.002277904,0,0,0.004555809,0,0,0,0.018223235,0.004555809,0.006833713,0.020501139,0.011389522,0.075170843,0.027334852,0.006833713,0.025056948,0.075170843,0.186788155,0.002277904,0.029612756,0.018223235,0.018223235,0.109339408,0.009111617,0.047835991,0.047835991,0.109339408,0.070615034,0.025056948,0.009111617,0.004555809,0,0.002277904,0.006833713,0,0.002277904,0.002277904,0.009111617,0,0.006833713,0,0,0,0.002277904,0,0.002277904,0,0
福井県,道の駅「越前」 エリア,113,,,,,,,,4.168141593,,,,,37,24,0.115044248,,,,0,0.061946903,0.088495575,0.230088496,0.327433628,0.256637168,0.03539823,0,0,0,0.477876106,0.504424779,0.345132743,0.168141593,0.017699115,0.026548673,0.442477876,0.115044248,0.07079646,0.061946903,0.486725664,0,0,0.03539823,0,0.115044248,0,0,0,0.079646018,0.283185841,0.424778761,0.044247788,0.194690265,0.132743363,0.159292035,0.03539823,0,0.044247788,0.088495575,0,0,0,0.132743363,0.017699115,0,0.115044248,0,0.03539823,0.097345133,0.061946903,0.17699115,0.10619469,0.07079646,0.061946903,0.053097345,0.03539823,0.03539823,0.008849558,0,0,0,0,0,0,0,0,0,0,0.026548673,0,0.017699115,0.026548673,0.026548673,0.026548673,0.017699115,0.265486726,0,0,0.097345133,0.026548673,0.115044248,0.03539823,0.026548673,0.026548673,0.123893805,0.07079646,0.026548673,0,0,0,0,0.03539823,0,0,0,0,0,0.008849558,0,0,0,0,0,0,0,0
福井県,越前海岸 北部 エリア,15,,,,,,,,4.266666667,,,,,5,2,0.2,,,,0,0.2,0.133333333,0.2,0.333333333,0.066666667,0.066666667,0,0,0,0.533333333,0.4,0.466666667,0.2,0.066666667,0,0.266666667,0.066666667,0.066666667,0,0.2,0,0,0.066666667,0,0.266666667,0,0,0,0.066666667,0.066666667,0.333333333,0.066666667,0.2,0.133333333,0,0.066666667,0,0.2,0,0,0.066666667,0,0.2,0,0,0.133333333,0,0.066666667,0.066666667,0.2,0,0.066666667,0.2,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0.066666667,0.2,0,0,0.266666667,0.066666667,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,小浜 エリア（宿泊施設）,50,,,,,,,,4.28,,,,,18,6,0.24,,,,0,0.02,0.12,0.2,0.42,0.14,0.1,0,0,0,0.48,0.52,0.7,0.16,0.04,0.1,0,0.22,0.06,0.12,0.28,0.02,0,0.06,0.02,0.1,0,0,0,0.36,0.1,0.5,0.06,0.18,0,0,0.02,0,0.12,0.22,0.02,0.02,0,0.02,0.16,0.2,0.02,0.02,0.02,0.16,0.16,0.16,0.18,0.06,0.04,0.02,0.02,0.02,0.04,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0.02,0,0.04,0,0,0,0.02,0.02,0.02,0.08,0,0.02,0.26,0.08,0.26,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
福井県,道の駅「三方五湖」  エリア,64,,,,,,,,4.109375,,,,,20,14,0.09375,,,,0,0.03125,0.171875,0.15625,0.359375,0.25,0.03125,0,0,0,0.375,0.578125,0.28125,0.09375,0.015625,0.03125,0.578125,0.15625,0.046875,0.109375,0.40625,0.015625,0,0.046875,0,0.078125,0,0,0,0.109375,0.203125,0.421875,0.125,0.265625,0.09375,0.078125,0,0,0.0625,0.125,0,0,0.015625,0.1875,0.046875,0.046875,0.09375,0.015625,0.078125,0.171875,0.03125,0.09375,0.0625,0.09375,0.046875,0,0.046875,0,0.03125,0,0,0,0,0,0,0.015625,0,0,0,0.015625,0.0625,0.046875,0.015625,0,0,0.046875,0.296875,0,0,0.0625,0.03125,0.046875,0.015625,0.078125,0.0625,0.078125,0.09375,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,道の駅「南えちぜん山海里」 エリア,112,,,,,,,,4.321428571,,,,,54,22,0.285714286,,,,0,0.0625,0.178571429,0.178571429,0.392857143,0.160714286,0.026785714,0,0,0,0.544642857,0.428571429,0.303571429,0.080357143,0.026785714,0.071428571,0.517857143,0.160714286,0.044642857,0.026785714,0.383928571,0,0,0.035714286,0.008928571,0.196428571,0,0,0,0.0625,0.089285714,0.321428571,0.107142857,0.178571429,0.232142857,0.125,0.053571429,0,0.017857143,0.107142857,0,0,0,0.125,0.080357143,0.0625,0.080357143,0.017857143,0.044642857,0.133928571,0.026785714,0.107142857,0.205357143,0.044642857,0.0625,0.035714286,0.071428571,0.017857143,0.008928571,0,0,0,0,0,0,0,0,0,0,0.026785714,0.008928571,0.035714286,0.035714286,0.008928571,0.044642857,0.017857143,0.196428571,0,0,0.089285714,0,0.116071429,0,0.044642857,0.044642857,0.151785714,0.107142857,0.035714286,0.017857143,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,かずら橋 エリア,230,,,,,,,,4.239130435,,,,,76,45,0.134782609,,,,0,0.060869565,0.073913043,0.186956522,0.360869565,0.217391304,0.091304348,0,0,0,0.439130435,0.52173913,0.304347826,0.07826087,0.026086957,0.02173913,0.569565217,0.060869565,0.052173913,0.047826087,0.434782609,0,0,0.056521739,0.004347826,0.156521739,0,0,0,0.095652174,0.195652174,0.456521739,0.130434783,0.260869565,0.12173913,0.073913043,0.017391304,0.004347826,0.113043478,0.095652174,0.052173913,0,0.008695652,0.160869565,0.052173913,0,0.113043478,0.052173913,0.086956522,0.113043478,0.065217391,0.060869565,0.069565217,0.091304348,0.043478261,0.065217391,0.065217391,0.02173913,0.026086957,0,0,0,0,0,0,0,0.008695652,0,0,0.004347826,0.026086957,0.026086957,0.017391304,0,0.017391304,0.069565217,0.317391304,0.004347826,0,0.169565217,0,0.12173913,0.013043478,0.047826087,0.034782609,0.07826087,0.026086957,0.008695652,0,0,0,0,0,0,0,0.004347826,0,0,0.004347826,0,0,0,0,0,0,0,0
福井県,道の駅「若狭おばま」 エリア,157,,,,,,,,4.350318471,,,,,72,21,0.324840764,,,,0.006369427,0.070063694,0.133757962,0.171974522,0.407643312,0.184713376,0.025477707,0,0,0,0.452229299,0.52866242,0.267515924,0.050955414,0.031847134,0.050955414,0.598726115,0.159235669,0.038216561,0.031847134,0.503184713,0.006369427,0,0.057324841,0.012738854,0.050955414,0,0,0,0.095541401,0.089171975,0.496815287,0.063694268,0.210191083,0.057324841,0.178343949,0.01910828,0.006369427,0.089171975,0.146496815,0.006369427,0,0.006369427,0.146496815,0.050955414,0.038216561,0.127388535,0.031847134,0.044585987,0.127388535,0.076433121,0.089171975,0.121019108,0.057324841,0.044585987,0.044585987,0.070063694,0.031847134,0.012738854,0,0,0,0,0,0,0,0,0,0.006369427,0.006369427,0.025477707,0.025477707,0.025477707,0,0.006369427,0.012738854,0.242038217,0,0,0.063694268,0,0.057324841,0,0.108280255,0.159235669,0.127388535,0.095541401,0.01910828,0,0,0,0.006369427,0.006369427,0,0,0,0,0,0,0,0,0,0.006369427,0,0,0,0
福井県,丸岡城 エリア,99,,,,,,,,4.141414141,,,,,31,17,0.141414141,,,,0.01010101,0.02020202,0.060606061,0.151515152,0.353535354,0.373737374,0.03030303,0,0,0,0.585858586,0.383838384,0.272727273,0.131313131,0.060606061,0.060606061,0.474747475,0.161616162,0.01010101,0.02020202,0.555555556,0.01010101,0,0.080808081,0,0.03030303,0,0,0,0.070707071,0.141414141,0.373737374,0.060606061,0.424242424,0.151515152,0.03030303,0.01010101,0.01010101,0.02020202,0.090909091,0.02020202,0,0.01010101,0.070707071,0.02020202,0.060606061,0.01010101,0.01010101,0.060606061,0.050505051,0.070707071,0.292929293,0.090909091,0.090909091,0.060606061,0.050505051,0.060606061,0.01010101,0,0.01010101,0,0,0,0,0,0,0,0,0.01010101,0,0.02020202,0.04040404,0.02020202,0.04040404,0.03030303,0.060606061,0.313131313,0,0.01010101,0.04040404,0.02020202,0.111111111,0.01010101,0.03030303,0.070707071,0.03030303,0.080808081,0.02020202,0,0.01010101,0,0,0.01010101,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
福井県,名田庄 エリア,43,,,,,,,,4.162790698,,,,,10,13,-0.069767442,,,,0,0.046511628,0.046511628,0.11627907,0.558139535,0.186046512,0.046511628,0,0,0,0.511627907,0.465116279,0.11627907,0.046511628,0,0.069767442,0.76744186,0.209302326,0.023255814,0.023255814,0.651162791,0,0,0.023255814,0,0.023255814,0,0,0,0.023255814,0.093023256,0.302325581,0.11627907,0.255813953,0,0.139534884,0.046511628,0,0.046511628,0.11627907,0,0,0,0.348837209,0,0,0.046511628,0.069767442,0.046511628,0.046511628,0.069767442,0.139534884,0.11627907,0.046511628,0.046511628,0.069767442,0.139534884,0.046511628,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0.046511628,0,0,0,0,0.023255814,0.162790698,0,0,0.069767442,0,0.046511628,0,0,0.348837209,0.186046512,0,0.023255814,0,0,0,0,0.069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,道の駅「禅の里」 エリア,102,,,,,,,,4.137254902,,,,,26,28,-0.019607843,,,,0.009803922,0.019607843,0.098039216,0.107843137,0.31372549,0.392156863,0.058823529,0,0,0,0.558823529,0.411764706,0.274509804,0.039215686,0,0.019607843,0.666666667,0.137254902,0.058823529,0.029411765,0.588235294,0.009803922,0,0.019607843,0,0.068627451,0,0,0,0.049019608,0.147058824,0.431372549,0.039215686,0.107843137,0.166666667,0.107843137,0.068627451,0,0.019607843,0.039215686,0.019607843,0,0,0.137254902,0.009803922,0,0.049019608,0.039215686,0.078431373,0.098039216,0.049019608,0.264705882,0.058823529,0.049019608,0.068627451,0.049019608,0.058823529,0.019607843,0,0.009803922,0,0,0,0,0,0,0,0,0.009803922,0.009803922,0.009803922,0.019607843,0,0,0.049019608,0.068627451,0.5,0,0.019607843,0.049019608,0,0.068627451,0.019607843,0.049019608,0.009803922,0.068627451,0.029411765,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,JR美浜駅 エリア,109,,,,,,,,4.229357798,,,,,29,28,0.009174312,,,,0.009174312,0.036697248,0.137614679,0.201834862,0.394495413,0.201834862,0.018348624,0,0,0,0.394495413,0.568807339,0.28440367,0.055045872,0.009174312,0.064220183,0.587155963,0.201834862,0.036697248,0.073394495,0.458715596,0,0,0.04587156,0,0.100917431,0,0,0,0.100917431,0.110091743,0.302752294,0.055045872,0.146788991,0.064220183,0.183486239,0.027522936,0.009174312,0.04587156,0.110091743,0.018348624,0,0.009174312,0.137614679,0.027522936,0.036697248,0.091743119,0.073394495,0.018348624,0.137614679,0.100917431,0.082568807,0.128440367,0.064220183,0.018348624,0.036697248,0.027522936,0.055045872,0.009174312,0.018348624,0,0,0,0,0,0,0,0.009174312,0.009174312,0,0.018348624,0.018348624,0,0,0.018348624,0.04587156,0.449541284,0,0.009174312,0.027522936,0,0.055045872,0.018348624,0.04587156,0.064220183,0.119266055,0.04587156,0,0.009174312,0,0,0.009174312,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,道の駅「恐竜渓谷かつやま」 エリア,191,,,,,,,,4.267015707,,,,,69,48,0.109947644,,,,0.010471204,0.073298429,0.19895288,0.172774869,0.308900524,0.19895288,0.02617801,0,0,0,0.445026178,0.518324607,0.287958115,0.120418848,0.036649215,0.041884817,0.513089005,0.109947644,0.02617801,0.02617801,0.460732984,0.005235602,0,0.036649215,0,0.209424084,0,0,0,0.047120419,0.157068063,0.214659686,0.041884817,0.193717277,0.298429319,0.136125654,0.041884817,0.005235602,0.036649215,0.104712042,0.015706806,0.005235602,0,0.09947644,0.036649215,0.015706806,0.073298429,0.052356021,0.052356021,0.073298429,0.104712042,0.109947644,0.115183246,0.104712042,0.057591623,0.068062827,0.02617801,0.041884817,0.005235602,0.005235602,0,0,0,0,0,0,0,0.015706806,0.010471204,0.010471204,0.031413613,0.02617801,0.031413613,0,0.020942408,0.02617801,0.42408377,0.010471204,0.005235602,0.02617801,0.020942408,0.094240838,0.02617801,0.036649215,0.010471204,0.068062827,0.068062827,0.005235602,0,0,0,0,0.005235602,0.010471204,0.005235602,0,0,0,0,0,0.005235602,0,0,0,0,0,0
福井県,一乗谷朝倉氏遺跡 エリア,104,,,,,,,,3.971153846,,,,,28,23,0.048076923,,,,0,0.048076923,0.048076923,0.221153846,0.288461538,0.326923077,0.067307692,0,0,0,0.596153846,0.365384615,0.298076923,0.134615385,0.028846154,0.086538462,0.451923077,0.192307692,0.038461538,0.067307692,0.528846154,0,0,0.009615385,0.009615385,0.057692308,0,0,0,0.076923077,0.211538462,0.298076923,0.048076923,0.259615385,0.115384615,0.028846154,0.048076923,0,0.038461538,0.086538462,0.009615385,0,0,0.086538462,0.067307692,0.057692308,0.096153846,0.038461538,0.057692308,0.086538462,0.048076923,0.259615385,0.125,0.028846154,0.009615385,0.038461538,0.076923077,0.009615385,0.009615385,0.009615385,0,0,0,0,0,0,0,0,0,0.019230769,0.019230769,0.038461538,0.038461538,0,0.028846154,0,0.413461538,0,0,0.038461538,0.009615385,0.086538462,0.019230769,0,0.019230769,0.125,0.086538462,0.028846154,0.009615385,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0
福井県,ふくい鮮いちば エリア,40,,,,,,,,4.325,,,,,13,11,0.05,,,,0.025,0.075,0.175,0.25,0.2,0.225,0.05,0,0,0,0.575,0.4,0.2,0.15,0,0.125,0.525,0.225,0.075,0.05,0.45,0,0,0.05,0.05,0,0,0,0,0.15,0.125,0.625,0.075,0.25,0.1,0.1,0.025,0,0.05,0.175,0.025,0,0,0.075,0.05,0.05,0.025,0.025,0.025,0.125,0.175,0.15,0.05,0.05,0,0.05,0.075,0.125,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.075,0,0,0,0.025,0.5,0,0,0.05,0,0.075,0,0.025,0.075,0.05,0.025,0.05,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,花の駅 ゆりの里公園 エリア,88,,,,,,,,4.159090909,,,,,28,16,0.136363636,,,,0.011363636,0.045454545,0.25,0.193181818,0.159090909,0.329545455,0.011363636,0,0,0,0.545454545,0.409090909,0.181818182,0.079545455,0.045454545,0,0.693181818,0.056818182,0.011363636,0,0.295454545,0.011363636,0,0.022727273,0,0.477272727,0,0,0,0.011363636,0.147727273,0.318181818,0.034090909,0.056818182,0.340909091,0.090909091,0.068181818,0,0.022727273,0.022727273,0.011363636,0.011363636,0.011363636,0.068181818,0.068181818,0.022727273,0.056818182,0.011363636,0.045454545,0.079545455,0.147727273,0.25,0.056818182,0.079545455,0.056818182,0.011363636,0.034090909,0.022727273,0.034090909,0,0,0,0,0,0,0,0.011363636,0,0,0.011363636,0,0.034090909,0.011363636,0,0.022727273,0.034090909,0.670454545,0,0,0.045454545,0.011363636,0.034090909,0.011363636,0.011363636,0.034090909,0.045454545,0,0.011363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,若狭フィッシャーマンズワーフ エリア,44,,,,,,,,4.113636364,,,,,13,10,0.068181818,,,,0,0.022727273,0.204545455,0.25,0.25,0.204545455,0.068181818,0,0,0,0.545454545,0.431818182,0.181818182,0.090909091,0.045454545,0.022727273,0.659090909,0.204545455,0.045454545,0,0.5,0.022727273,0,0.068181818,0,0.090909091,0,0,0,0.022727273,0.022727273,0.431818182,0.068181818,0.181818182,0.022727273,0.25,0.022727273,0,0.022727273,0.045454545,0.022727273,0,0,0.136363636,0.045454545,0.045454545,0.113636364,0.045454545,0.045454545,0.136363636,0.181818182,0.068181818,0.159090909,0.022727273,0.045454545,0.022727273,0.022727273,0.022727273,0,0,0,0,0,0,0,0,0,0,0.022727273,0.045454545,0.022727273,0.068181818,0,0,0,0.022727273,0.363636364,0,0,0.045454545,0,0.022727273,0,0.090909091,0.181818182,0.068181818,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,御食国若狭おばま食文化館 エリア,21,,,,,,,,4.142857143,,,,,6,6,0,,,,0,0.047619048,0.238095238,0.095238095,0.380952381,0.238095238,0,0,0,0,0.333333333,0.666666667,0.142857143,0.047619048,0.047619048,0,0.761904762,0.142857143,0.142857143,0,0.476190476,0,0,0.142857143,0,0,0,0,0,0.047619048,0.047619048,0.380952381,0.047619048,0.142857143,0,0.142857143,0,0,0,0.142857143,0,0,0,0.285714286,0.047619048,0.047619048,0.047619048,0.095238095,0.095238095,0.285714286,0.047619048,0.047619048,0.238095238,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.333333333,0,0,0.095238095,0,0,0.047619048,0.095238095,0.142857143,0.142857143,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,北ノ庄 エリア,29,,,,,,,,4.137931034,,,,,6,1,0.172413793,,,,0,0.068965517,0,0.068965517,0.103448276,0.75862069,0,0,0,0,0.793103448,0.206896552,0.034482759,0.172413793,0,0.034482759,0.75862069,0.034482759,0.068965517,0,0.862068966,0,0,0,0,0,0,0,0,0.034482759,0.137931034,0.689655172,0.103448276,0.068965517,0.103448276,0.034482759,0,0,0,0.103448276,0,0,0,0,0,0.034482759,0.034482759,0,0.034482759,0.034482759,0,0.793103448,0,0,0,0.034482759,0.034482759,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0.068965517,0,0,0,0,0.793103448,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0,0,0,0,0,0,0,0
福井県,小浜市 阿納 エリア,16,,,,,,,,4.4375,,,,,8,1,0.4375,,,,0,0.0625,0.125,0.25,0.1875,0.3125,0.0625,0,0,0,0.5625,0.4375,0.875,0.125,0,0,0,0,0.125,0.1875,0.25,0.0625,0,0,0,0.125,0,0,0,0.375,0.0625,0.8125,0,0.0625,0.0625,0.0625,0,0,0.0625,0,0,0.0625,0.1875,0,0,0,0,0.125,0,0.125,0,0.1875,0.0625,0.0625,0,0,0.1875,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0.375,0,0.0625,0.125,0.125,0,0.125,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,三国湊 エリア,72,,,,,,,,4.152777778,,,,,21,11,0.138888889,,,,0.027777778,0.041666667,0.138888889,0.125,0.25,0.375,0.041666667,0,0,0,0.5,0.486111111,0.236111111,0.208333333,0.027777778,0.041666667,0.486111111,0.069444444,0.013888889,0.041666667,0.541666667,0,0,0.041666667,0,0.083333333,0,0,0,0.055555556,0.347222222,0.569444444,0.055555556,0.208333333,0.083333333,0.041666667,0.027777778,0,0.027777778,0.083333333,0,0,0,0.055555556,0.027777778,0.013888889,0.069444444,0.027777778,0.013888889,0.027777778,0.125,0.388888889,0.069444444,0.055555556,0.083333333,0.013888889,0.027777778,0.041666667,0.013888889,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0.097222222,0.013888889,0.013888889,0.013888889,0.041666667,0.486111111,0,0.013888889,0,0.013888889,0.041666667,0.041666667,0.055555556,0.041666667,0.041666667,0,0.013888889,0,0,0,0.041666667,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0
福井県,まちの市場 こってコテいけだ エリア,52,,,,,,,,4.326923077,,,,,21,8,0.25,,,,0,0.038461538,0.173076923,0.192307692,0.384615385,0.192307692,0.019230769,0,0,0,0.519230769,0.480769231,0.384615385,0.076923077,0.057692308,0.057692308,0.423076923,0.134615385,0,0.038461538,0.346153846,0,0,0.019230769,0,0.326923077,0,0,0,0.038461538,0.192307692,0.326923077,0.057692308,0.076923077,0.134615385,0.057692308,0,0,0.076923077,0.153846154,0.057692308,0,0,0.153846154,0.057692308,0.019230769,0.076923077,0.038461538,0.076923077,0.096153846,0.096153846,0.115384615,0.019230769,0.038461538,0.076923077,0.057692308,0.153846154,0.019230769,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.019230769,0.038461538,0.442307692,0,0.019230769,0.134615385,0,0.096153846,0,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0
